"experiment_id","occurrence_id","plot_number","design_id","block_type","block_name","block_value","block_level_number","entry_id","design_x","design_y"
10272007209,1116081,101,1,"Replication_Block","Replication",1,1,2,1,1
10272007209,1116081,102,1,"Replication_Block","Replication",1,1,6,1,2
10272007209,1116081,103,1,"Replication_Block","Replication",1,1,9,2,1
10272007209,1116081,104,1,"Replication_Block","Replication",1,1,7,2,2
10272007209,1116081,105,1,"Replication_Block","Replication",1,1,8,3,1
10272007209,1116081,106,1,"Replication_Block","Replication",1,1,3,3,2
10272007209,1116081,107,1,"Replication_Block","Replication",1,1,4,4,1
10272007209,1116081,108,1,"Replication_Block","Replication",1,1,10,4,2
10272007209,1116081,109,1,"Replication_Block","Replication",1,1,1,5,1
10272007209,1116081,110,1,"Replication_Block","Replication",1,1,5,5,2
10272007209,1116081,201,2,"Replication_Block","Replication",2,1,4,1,3
10272007209,1116081,202,2,"Replication_Block","Replication",2,1,5,1,4
10272007209,1116081,203,2,"Replication_Block","Replication",2,1,7,2,3
10272007209,1116081,204,2,"Replication_Block","Replication",2,1,8,2,4
10272007209,1116081,205,2,"Replication_Block","Replication",2,1,1,3,3
10272007209,1116081,206,2,"Replication_Block","Replication",2,1,9,3,4
10272007209,1116081,207,2,"Replication_Block","Replication",2,1,6,4,3
10272007209,1116081,208,2,"Replication_Block","Replication",2,1,3,4,4
10272007209,1116081,209,2,"Replication_Block","Replication",2,1,10,5,3
10272007209,1116081,210,2,"Replication_Block","Replication",2,1,2,5,4
10272007209,1116081,301,3,"Replication_Block","Replication",3,1,3,1,5
10272007209,1116081,302,3,"Replication_Block","Replication",3,1,9,1,6
10272007209,1116081,303,3,"Replication_Block","Replication",3,1,6,2,5
10272007209,1116081,304,3,"Replication_Block","Replication",3,1,5,2,6
10272007209,1116081,305,3,"Replication_Block","Replication",3,1,7,3,5
10272007209,1116081,306,3,"Replication_Block","Replication",3,1,8,3,6
10272007209,1116081,307,3,"Replication_Block","Replication",3,1,2,4,5
10272007209,1116081,308,3,"Replication_Block","Replication",3,1,10,4,6
10272007209,1116081,309,3,"Replication_Block","Replication",3,1,1,5,5
10272007209,1116081,310,3,"Replication_Block","Replication",3,1,4,5,6
10272007209,1116081,401,4,"Replication_Block","Replication",4,1,8,1,7
10272007209,1116081,402,4,"Replication_Block","Replication",4,1,5,1,8
10272007209,1116081,403,4,"Replication_Block","Replication",4,1,4,2,7
10272007209,1116081,404,4,"Replication_Block","Replication",4,1,9,2,8
10272007209,1116081,405,4,"Replication_Block","Replication",4,1,3,3,7
10272007209,1116081,406,4,"Replication_Block","Replication",4,1,10,3,8
10272007209,1116081,407,4,"Replication_Block","Replication",4,1,6,4,7
10272007209,1116081,408,4,"Replication_Block","Replication",4,1,2,4,8
10272007209,1116081,409,4,"Replication_Block","Replication",4,1,1,5,7
10272007209,1116081,410,4,"Replication_Block","Replication",4,1,7,5,8
10272007209,1222142,101,1,"Replication_Block","Replication",1,1,6,1,1
10272007209,1222142,102,1,"Replication_Block","Replication",1,1,3,1,2
10272007209,1222142,103,1,"Replication_Block","Replication",1,1,8,2,1
10272007209,1222142,104,1,"Replication_Block","Replication",1,1,10,2,2
10272007209,1222142,105,1,"Replication_Block","Replication",1,1,9,3,1
10272007209,1222142,106,1,"Replication_Block","Replication",1,1,7,3,2
10272007209,1222142,107,1,"Replication_Block","Replication",1,1,2,4,1
10272007209,1222142,108,1,"Replication_Block","Replication",1,1,4,4,2
10272007209,1222142,109,1,"Replication_Block","Replication",1,1,5,5,1
10272007209,1222142,110,1,"Replication_Block","Replication",1,1,1,5,2
10272007209,1222142,201,2,"Replication_Block","Replication",2,1,4,1,3
10272007209,1222142,202,2,"Replication_Block","Replication",2,1,5,1,4
10272007209,1222142,203,2,"Replication_Block","Replication",2,1,2,2,3
10272007209,1222142,204,2,"Replication_Block","Replication",2,1,10,2,4
10272007209,1222142,205,2,"Replication_Block","Replication",2,1,6,3,3
10272007209,1222142,206,2,"Replication_Block","Replication",2,1,3,3,4
10272007209,1222142,207,2,"Replication_Block","Replication",2,1,8,4,3
10272007209,1222142,208,2,"Replication_Block","Replication",2,1,1,4,4
10272007209,1222142,209,2,"Replication_Block","Replication",2,1,7,5,3
10272007209,1222142,210,2,"Replication_Block","Replication",2,1,9,5,4
10272007209,1222142,301,3,"Replication_Block","Replication",3,1,1,1,5
10272007209,1222142,302,3,"Replication_Block","Replication",3,1,6,1,6
10272007209,1222142,303,3,"Replication_Block","Replication",3,1,3,2,5
10272007209,1222142,304,3,"Replication_Block","Replication",3,1,5,2,6
10272007209,1222142,305,3,"Replication_Block","Replication",3,1,9,3,5
10272007209,1222142,306,3,"Replication_Block","Replication",3,1,7,3,6
10272007209,1222142,307,3,"Replication_Block","Replication",3,1,10,4,5
10272007209,1222142,308,3,"Replication_Block","Replication",3,1,2,4,6
10272007209,1222142,309,3,"Replication_Block","Replication",3,1,8,5,5
10272007209,1222142,310,3,"Replication_Block","Replication",3,1,4,5,6
10272007209,1222142,401,4,"Replication_Block","Replication",4,1,3,1,7
10272007209,1222142,402,4,"Replication_Block","Replication",4,1,5,1,8
10272007209,1222142,403,4,"Replication_Block","Replication",4,1,1,2,7
10272007209,1222142,404,4,"Replication_Block","Replication",4,1,2,2,8
10272007209,1222142,405,4,"Replication_Block","Replication",4,1,6,3,7
10272007209,1222142,406,4,"Replication_Block","Replication",4,1,7,3,8
10272007209,1222142,407,4,"Replication_Block","Replication",4,1,8,4,7
10272007209,1222142,408,4,"Replication_Block","Replication",4,1,9,4,8
10272007209,1222142,409,4,"Replication_Block","Replication",4,1,4,5,7
10272007209,1222142,410,4,"Replication_Block","Replication",4,1,10,5,8
10272007209,10272007,101,1,"Replication_Block","Replication",1,1,8,1,1
10272007209,10272007,102,1,"Replication_Block","Replication",1,1,6,1,2
10272007209,10272007,103,1,"Replication_Block","Replication",1,1,3,2,1
10272007209,10272007,104,1,"Replication_Block","Replication",1,1,4,2,2
10272007209,10272007,105,1,"Replication_Block","Replication",1,1,5,3,1
10272007209,10272007,106,1,"Replication_Block","Replication",1,1,10,3,2
10272007209,10272007,107,1,"Replication_Block","Replication",1,1,2,4,1
10272007209,10272007,108,1,"Replication_Block","Replication",1,1,1,4,2
10272007209,10272007,109,1,"Replication_Block","Replication",1,1,9,5,1
10272007209,10272007,110,1,"Replication_Block","Replication",1,1,7,5,2
