Study:	Study1				
Design:	Alpha-Lattice				
trial.mean:	4.5885				
model:	fixed = GYPH ~ 1 + rep			 	
	random =  ~ mgid + block:rep				
	residuals =  ~ ar1(colB):idv(rowB)				
h2:	0.1056483				
Vg:	0.01641388	
loglik:	-59.07354
AIC:	57.29992			
					
Prediction:					
mgid	blup	standard.error	est.status	Reliability	prediction
1	0.048913483	0.121159736	Estimable	0.105654565	4.637413483
2	0.003518193	0.121159735	Estimable	0.105654586	4.592018193
3	0.010914159	0.121160368	Estimable	0.105645233	4.599414159
4	0.037247427	0.121161005	Estimable	0.105635837	4.625747427
5	-0.0355725	0.121159755	Estimable	0.105654287	4.5529275
6	-0.007072458	0.121159746	Estimable	0.105654415	4.581427542
7	0.032355466	0.12115973	Estimable	0.10565465	4.620855466
8	0.00471995	0.121160365	Estimable	0.105645277	4.59321995
9	0.014995335	0.121161641	Estimable	0.105626441	4.603495335
10	-0.110246742	0.12115911	Estimable	0.105663809	4.478253258
11	0.007202706	0.121159733	Estimable	0.105654607	4.595702706
12	-0.004966366	0.121159751	Estimable	0.10565435	4.583533634
13	0.005132337	0.121161007	Estimable	0.105635794	4.593632337
14	0.013703206	0.121157853	Estimable	0.105682367	4.602203206
15	-0.003886658	0.121159104	Estimable	0.105663896	4.584613342
16	0.056657282	0.121162273	Estimable	0.10561711	4.645157282
17	-0.046108716	0.121159107	Estimable	0.105663853	4.542391284
18	-0.044267347	0.12115973	Estimable	0.10565465	4.544232653
19	-0.019566887	0.121161002	Estimable	0.105635879	4.568933113
20	0.036706515	0.121159108	Estimable	0.105663831	4.625206515
21	-0.050830473	0.121160362	Estimable	0.105645319	4.537669527
22	-0.002611333	0.121159726	Estimable	0.105654713	4.585888667
23	0.033529614	0.121160374	Estimable	0.105645147	4.622029614
24	0.014214982	0.121160374	Estimable	0.105645147	4.602714982
25	0.010648124	0.121159737	Estimable	0.105654544	4.599148124
26	-0.025486391	0.121158485	Estimable	0.105673036	4.563013609
27	-0.000361423	0.121161012	Estimable	0.105635731	4.588138577
28	0.014445771	0.121161632	Estimable	0.105626571	4.602945771
29	-0.01113281	0.121159746	Estimable	0.105654417	4.57736719
30	-0.047457205	0.121161632	Estimable	0.105626571	4.541042795
31	-0.046498406	0.121159738	Estimable	0.105654542	4.542001594
32	-0.025390654	0.121160368	Estimable	0.105645233	4.563109346
33	-0.030763347	0.121160361	Estimable	0.10564534	4.557736653
34	-0.12179934	0.121161007	Estimable	0.105635795	4.46670066
35	0.056715909	0.121159118	Estimable	0.105663683	4.645215909
36	-0.033702587	0.121160365	Estimable	0.105645277	4.554797413
37	-0.038734489	0.121160362	Estimable	0.105645319	4.549765511
38	0.009988261	0.121159107	Estimable	0.105663853	4.598488261
39	-0.01564143	0.121159738	Estimable	0.105654542	4.57285857
40	0.053872037	0.121161007	Estimable	0.105635794	4.642372037
41	0.090523914	0.121160377	Estimable	0.105645105	4.679023914
42	0.05288597	0.121160375	Estimable	0.105645126	4.64138597
43	-0.007823309	0.12115975	Estimable	0.105654352	4.580676691
44	-0.023373438	0.121159745	Estimable	0.105654436	4.565126562
45	-0.011287865	0.121161635	Estimable	0.105626527	4.577212135
46	0.008678855	0.121161002	Estimable	0.105635881	4.597178855
47	0.049845936	0.121159103	Estimable	0.105663916	4.638345936
48	0.051632833	0.121160361	Estimable	0.105645339	4.640132833
49	-0.044256507	0.121159742	Estimable	0.10565448	4.544243493
50	0.058922631	0.121159756	Estimable	0.105654267	4.647422631
51	-0.023453083	0.12115975	Estimable	0.105654351	4.565046917
52	-0.033331059	0.121161642	Estimable	0.10562642	4.555168941
53	-0.004534166	0.121162273	Estimable	0.10561711	4.583965834
54	0.032934523	0.121161005	Estimable	0.105635837	4.621434523
55	0.010822144	0.121160365	Estimable	0.105645276	4.599322144
56	-0.004664779	0.121160367	Estimable	0.105645255	4.583835221
57	0.020835315	0.121159735	Estimable	0.105654585	4.609335315
58	0.00075681	0.121159743	Estimable	0.105654457	4.58925681
59	-0.04945036	0.121158483	Estimable	0.105673057	4.53904964
60	0.08095244	0.121160361	Estimable	0.105645339	4.66945244
