experiment_id,occurrence_id,plot_number,design_id,block_type,block_name,block_value,block_level_number,entry_id,design_x,design_y
321546866,654565,101,1,Replicate_Block,replicate,1,1,13,1,1
321546866,654565,102,1,Replicate_Block,replicate,1,1,14,2,1
321546866,654565,103,1,Replicate_Block,replicate,1,1,12,2,2
321546866,654565,104,1,Replicate_Block,replicate,1,1,5,1,2
321546866,654565,105,1,Replicate_Block,replicate,1,1,3,1,3
321546866,654565,106,1,Replicate_Block,replicate,1,1,1,2,3
321546866,654565,107,1,Replicate_Block,replicate,1,1,9,2,4
321546866,654565,108,1,Replicate_Block,replicate,1,1,2,1,4
321546866,654565,109,1,Replicate_Block,replicate,1,1,11,1,5
321546866,654565,110,1,Replicate_Block,replicate,1,1,8,2,5
321546866,654565,111,1,Replicate_Block,replicate,1,1,4,2,6
321546866,654565,112,1,Replicate_Block,replicate,1,1,7,1,6
321546866,654565,113,1,Replicate_Block,replicate,1,1,10,1,7
321546866,654565,114,1,Replicate_Block,replicate,1,1,6,2,7
321546866,654565,201,2,Replicate_Block,replicate,2,1,6,3,1
321546866,654565,202,2,Replicate_Block,replicate,2,1,14,4,1
321546866,654565,203,2,Replicate_Block,replicate,2,1,2,4,2
321546866,654565,204,2,Replicate_Block,replicate,2,1,10,3,2
321546866,654565,205,2,Replicate_Block,replicate,2,1,5,3,3
321546866,654565,206,2,Replicate_Block,replicate,2,1,9,4,3
321546866,654565,207,2,Replicate_Block,replicate,2,1,1,4,4
321546866,654565,208,2,Replicate_Block,replicate,2,1,12,3,4
321546866,654565,209,2,Replicate_Block,replicate,2,1,7,3,5
321546866,654565,210,2,Replicate_Block,replicate,2,1,3,4,5
321546866,654565,211,2,Replicate_Block,replicate,2,1,13,4,6
321546866,654565,212,2,Replicate_Block,replicate,2,1,11,3,6
321546866,654565,213,2,Replicate_Block,replicate,2,1,4,3,7
321546866,654565,214,2,Replicate_Block,replicate,2,1,8,4,7
321546866,654565,301,3,Replicate_Block,replicate,3,1,1,5,1
321546866,654565,302,3,Replicate_Block,replicate,3,1,6,6,1
321546866,654565,303,3,Replicate_Block,replicate,3,1,8,6,2
321546866,654565,304,3,Replicate_Block,replicate,3,1,5,5,2
321546866,654565,305,3,Replicate_Block,replicate,3,1,13,5,3
321546866,654565,306,3,Replicate_Block,replicate,3,1,7,6,3
321546866,654565,307,3,Replicate_Block,replicate,3,1,11,6,4
321546866,654565,308,3,Replicate_Block,replicate,3,1,4,5,4
321546866,654565,309,3,Replicate_Block,replicate,3,1,9,5,5
321546866,654565,310,3,Replicate_Block,replicate,3,1,2,6,5
321546866,654565,311,3,Replicate_Block,replicate,3,1,12,6,6
321546866,654565,312,3,Replicate_Block,replicate,3,1,3,5,6
321546866,654565,313,3,Replicate_Block,replicate,3,1,14,5,7
321546866,654565,314,3,Replicate_Block,replicate,3,1,10,6,7
321546866,654566,101,1,Replicate_Block,replicate,1,1,9,1,1
321546866,654566,102,1,Replicate_Block,replicate,1,1,12,2,1
321546866,654566,103,1,Replicate_Block,replicate,1,1,2,2,2
321546866,654566,104,1,Replicate_Block,replicate,1,1,3,1,2
321546866,654566,105,1,Replicate_Block,replicate,1,1,10,1,3
321546866,654566,106,1,Replicate_Block,replicate,1,1,14,2,3
321546866,654566,107,1,Replicate_Block,replicate,1,1,1,2,4
321546866,654566,108,1,Replicate_Block,replicate,1,1,6,1,4
321546866,654566,109,1,Replicate_Block,replicate,1,1,4,1,5
321546866,654566,110,1,Replicate_Block,replicate,1,1,7,2,5
321546866,654566,111,1,Replicate_Block,replicate,1,1,8,2,6
321546866,654566,112,1,Replicate_Block,replicate,1,1,13,1,6
321546866,654566,113,1,Replicate_Block,replicate,1,1,11,1,7
321546866,654566,114,1,Replicate_Block,replicate,1,1,5,2,7
321546866,654566,201,2,Replicate_Block,replicate,2,1,13,3,1
321546866,654566,202,2,Replicate_Block,replicate,2,1,11,4,1
321546866,654566,203,2,Replicate_Block,replicate,2,1,7,4,2
321546866,654566,204,2,Replicate_Block,replicate,2,1,10,3,2
321546866,654566,205,2,Replicate_Block,replicate,2,1,6,3,3
321546866,654566,206,2,Replicate_Block,replicate,2,1,1,4,3
321546866,654566,207,2,Replicate_Block,replicate,2,1,12,4,4
321546866,654566,208,2,Replicate_Block,replicate,2,1,9,3,4
321546866,654566,209,2,Replicate_Block,replicate,2,1,8,3,5
321546866,654566,210,2,Replicate_Block,replicate,2,1,5,4,5
321546866,654566,211,2,Replicate_Block,replicate,2,1,3,4,6
321546866,654566,212,2,Replicate_Block,replicate,2,1,2,3,6
321546866,654566,213,2,Replicate_Block,replicate,2,1,14,3,7
321546866,654566,214,2,Replicate_Block,replicate,2,1,4,4,7
321546866,654566,301,3,Replicate_Block,replicate,3,1,3,5,1
321546866,654566,302,3,Replicate_Block,replicate,3,1,12,6,1
321546866,654566,303,3,Replicate_Block,replicate,3,1,9,6,2
321546866,654566,304,3,Replicate_Block,replicate,3,1,5,5,2
321546866,654566,305,3,Replicate_Block,replicate,3,1,11,5,3
321546866,654566,306,3,Replicate_Block,replicate,3,1,13,6,3
321546866,654566,307,3,Replicate_Block,replicate,3,1,2,6,4
321546866,654566,308,3,Replicate_Block,replicate,3,1,4,5,4
321546866,654566,309,3,Replicate_Block,replicate,3,1,10,5,5
321546866,654566,310,3,Replicate_Block,replicate,3,1,6,6,5
321546866,654566,311,3,Replicate_Block,replicate,3,1,14,6,6
321546866,654566,312,3,Replicate_Block,replicate,3,1,1,5,6
321546866,654566,313,3,Replicate_Block,replicate,3,1,7,5,7
321546866,654566,314,3,Replicate_Block,replicate,3,1,8,6,7
