"experiment_id","occurrence_id","plot_number","design_id","block_type","block_name","block_value","block_level_number","entry_id","design_x","design_y"
10272007209,20071116,11,1,"Replicate_Block","Replication",1,1,15,1,1
10272007209,20071116,12,1,"Replicate_Block","Replication",1,1,10,1,2
10272007209,20071116,13,1,"Replicate_Block","Replication",1,1,2,2,2
10272007209,20071116,14,1,"Replicate_Block","Replication",1,1,6,2,1
10272007209,20071116,15,1,"Replicate_Block","Replication",1,1,7,3,1
10272007209,20071116,16,1,"Replicate_Block","Replication",1,1,8,3,2
10272007209,20071116,21,2,"Replicate_Block","Replication",2,1,1,1,3
10272007209,20071116,22,2,"Replicate_Block","Replication",2,1,6,1,4
10272007209,20071116,23,2,"Replicate_Block","Replication",2,1,12,2,4
10272007209,20071116,24,2,"Replicate_Block","Replication",2,1,10,2,3
10272007209,20071116,25,2,"Replicate_Block","Replication",2,1,2,3,3
10272007209,20071116,26,2,"Replicate_Block","Replication",2,1,4,3,4
10272007209,20071116,31,3,"Replicate_Block","Replication",3,1,13,1,5
10272007209,20071116,32,3,"Replicate_Block","Replication",3,1,11,1,6
10272007209,20071116,33,3,"Replicate_Block","Replication",3,1,2,2,6
10272007209,20071116,34,3,"Replicate_Block","Replication",3,1,6,2,5
10272007209,20071116,35,3,"Replicate_Block","Replication",3,1,10,3,5
10272007209,20071116,36,3,"Replicate_Block","Replication",3,1,3,3,6
10272007209,20071116,41,4,"Replicate_Block","Replication",4,1,5,1,7
10272007209,20071116,42,4,"Replicate_Block","Replication",4,1,14,1,8
10272007209,20071116,43,4,"Replicate_Block","Replication",4,1,9,2,8
10272007209,20071116,44,4,"Replicate_Block","Replication",4,1,2,2,7
10272007209,20071116,45,4,"Replicate_Block","Replication",4,1,6,3,7
10272007209,20071116,46,4,"Replicate_Block","Replication",4,1,10,3,8
10272007209,1412222,11,1,"Replicate_Block","Replication",1,1,15,1,1
10272007209,1412222,12,1,"Replicate_Block","Replication",1,1,1,1,2
10272007209,1412222,13,1,"Replicate_Block","Replication",1,1,10,2,2
10272007209,1412222,14,1,"Replicate_Block","Replication",1,1,6,2,1
10272007209,1412222,15,1,"Replicate_Block","Replication",1,1,9,3,1
10272007209,1412222,16,1,"Replicate_Block","Replication",1,1,2,3,2
10272007209,1412222,21,2,"Replicate_Block","Replication",2,1,6,1,3
10272007209,1412222,22,2,"Replicate_Block","Replication",2,1,10,1,4
10272007209,1412222,23,2,"Replicate_Block","Replication",2,1,14,2,4
10272007209,1412222,24,2,"Replicate_Block","Replication",2,1,5,2,3
10272007209,1412222,25,2,"Replicate_Block","Replication",2,1,7,3,3
10272007209,1412222,26,2,"Replicate_Block","Replication",2,1,2,3,4
10272007209,1412222,31,3,"Replicate_Block","Replication",3,1,6,1,5
10272007209,1412222,32,3,"Replicate_Block","Replication",3,1,13,1,6
10272007209,1412222,33,3,"Replicate_Block","Replication",3,1,10,2,6
10272007209,1412222,34,3,"Replicate_Block","Replication",3,1,2,2,5
10272007209,1412222,35,3,"Replicate_Block","Replication",3,1,8,3,5
10272007209,1412222,36,3,"Replicate_Block","Replication",3,1,4,3,6
10272007209,1412222,41,4,"Replicate_Block","Replication",4,1,11,1,7
10272007209,1412222,42,4,"Replicate_Block","Replication",4,1,10,1,8
10272007209,1412222,43,4,"Replicate_Block","Replication",4,1,2,2,8
10272007209,1412222,44,4,"Replicate_Block","Replication",4,1,12,2,7
10272007209,1412222,45,4,"Replicate_Block","Replication",4,1,6,3,7
10272007209,1412222,46,4,"Replicate_Block","Replication",4,1,3,3,8
10272007209,21680209,11,1,"Replicate_Block","Replication",1,1,2,1,1
10272007209,21680209,12,1,"Replicate_Block","Replication",1,1,6,1,2
10272007209,21680209,13,1,"Replicate_Block","Replication",1,1,5,2,2
10272007209,21680209,14,1,"Replicate_Block","Replication",1,1,10,2,1
10272007209,21680209,15,1,"Replicate_Block","Replication",1,1,9,3,1
10272007209,21680209,16,1,"Replicate_Block","Replication",1,1,7,3,2
10272007209,21680209,21,2,"Replicate_Block","Replication",2,1,6,1,3
10272007209,21680209,22,2,"Replicate_Block","Replication",2,1,15,1,4
10272007209,21680209,23,2,"Replicate_Block","Replication",2,1,10,2,4
10272007209,21680209,24,2,"Replicate_Block","Replication",2,1,14,2,3
10272007209,21680209,25,2,"Replicate_Block","Replication",2,1,8,3,3
10272007209,21680209,26,2,"Replicate_Block","Replication",2,1,2,3,4
10272007209,21680209,31,3,"Replicate_Block","Replication",3,1,1,1,5
10272007209,21680209,32,3,"Replicate_Block","Replication",3,1,6,1,6
10272007209,21680209,33,3,"Replicate_Block","Replication",3,1,12,2,6
10272007209,21680209,34,3,"Replicate_Block","Replication",3,1,10,2,5
10272007209,21680209,35,3,"Replicate_Block","Replication",3,1,2,3,5
10272007209,21680209,36,3,"Replicate_Block","Replication",3,1,4,3,6
10272007209,21680209,41,4,"Replicate_Block","Replication",4,1,13,1,7
10272007209,21680209,42,4,"Replicate_Block","Replication",4,1,11,1,8
10272007209,21680209,43,4,"Replicate_Block","Replication",4,1,2,2,8
10272007209,21680209,44,4,"Replicate_Block","Replication",4,1,6,2,7
10272007209,21680209,45,4,"Replicate_Block","Replication",4,1,3,3,7
10272007209,21680209,46,4,"Replicate_Block","Replication",4,1,10,3,8
